"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","17211000","Rrs1","59014","ribosome biogenesis regulator 1",-0.188939377052794,4.51226611981066,-0.682486113590763,0.500711788450692,0.998990722532008,-6.0680008215445
"2","17211004","Adhfe1","76187","alcohol dehydrogenase, iron containing, 1",-0.208804908212319,4.27742389062544,-0.649016518571952,0.521778647321945,0.998990722532008,-6.08996850842996
"3","17211198","Sulf1","240725","sulfatase 1",0.210596945073325,4.29362616716321,0.549437880056569,0.587194827059016,0.998990722532008,-6.14897704305646
"4","17211347","Tfap2b","21419","transcription factor AP-2 beta",0.360090481357191,1.47327574705442,1.39069484649243,0.175608932641945,0.998990722532008,-5.36403760903849
"5","17211441","Mir30a","387225","microRNA 30a",0.421732873904528,1.19785480160152,1.66348955434687,0.107713099102158,0.998990722532008,-4.98074480173171
"6","17211568","1700001G17Rik","67503","RIKEN cDNA 1700001G17 gene",-0.130567691667694,2.71811578112868,-0.444642511823881,0.660101438804887,0.998990722532008,-6.20070399299608
"7","17211752","Arhgef4","226970","Rho guanine nucleotide exchange factor (GEF) 4",-0.284659305757592,2.07826718683661,-1.04703964969271,0.304310594994268,0.998990722532008,-5.76106877832643
"8","17211790","Hs6st1","50785","heparan sulfate 6-O-sulfotransferase 1",0.356566819483173,4.55932613061555,1.36147486199149,0.184552513669962,0.998990722532008,-5.40163357562457
"9","17211822","Cnnm4","94220","cyclin M4",-0.25437644813676,4.08726998410088,-0.885015786677024,0.383916746970247,0.998990722532008,-5.91256221101295
"10","17211998","Mrpl30","107734","mitochondrial ribosomal protein L30",0.273825292222637,3.46757672412665,1.01861671411092,0.317373613340774,0.998990722532008,-5.789349439969
"11","17212045","Gm5099","329123","predicted gene 5099",-0.372463943463892,1.61113695914287,-1.74886927842675,0.0916090686305991,0.998990722532008,-4.84931642996907
"12","17212087","Npas2","18143","neuronal PAS domain protein 2",0.0246243326654643,4.52343608588388,0.0890415720959768,0.929702242484388,0.998990722532008,-6.29546170333022
"13","17212135","D930019O06Rik","425051","RIKEN cDNA D930019O06",-0.583462955483766,2.0137288744707,-2.03000974296542,0.0522554613491121,0.998990722532008,-4.3809520850564
"14","17212199","Il1rl2","107527","interleukin 1 receptor-like 2",0.459619505427799,3.0701860825716,1.45783209579289,0.156354231791197,0.998990722532008,-5.27506140815835
"15","17212301","Tmem182","381339","transmembrane protein 182",0.555932317761497,1.99203443300601,2.04244826721873,0.050925096745311,0.998990722532008,-4.35903438020976
"16","17212442","Gulp1","70676","GULP, engulfment adaptor PTB domain containing 1",-0.286179561216165,5.24559525334203,-1.16773479127018,0.253063415625673,0.998990722532008,-5.63307232121926
"17","17212548","Dnah7b","227058","dynein, axonemal, heavy chain 7B",-0.109043153532809,2.86903783967168,-0.291268743709722,0.773058767392242,0.998990722532008,-6.25697831330551
"18","17212619","Dnah7c","100101919","dynein, axonemal, heavy chain 7C",0.840997393985391,1.64385051834143,2.93534560476963,0.00670520601805366,0.825950253699039,-2.56687505061129
"19","17212750","Stat1","20846","signal transducer and activator of transcription 1",0.471725299866949,4.71908624115745,1.75944463578796,0.0897641581395236,0.998990722532008,-4.83267395530668
"20","17212840","Ccdc150","78016","coiled-coil domain containing 150",-0.168422110441975,1.83930828427785,-0.563691115198286,0.577589594612723,0.998990722532008,-6.14111690877069
"21","17212882","Hspe1","15528","heat shock protein 1 (chaperonin 10)",0.336644923376831,2.1534003765229,1.20235702829001,0.23960368399425,0.998990722532008,-5.59402964931656
"22","17212908","Plcl1","227120","phospholipase C-like 1",0.217234822042025,2.26509275472888,0.795780255817231,0.433060456129199,0.998990722532008,-5.98577044578295
"23","17212931","1700066M21Rik","73467","RIKEN cDNA 1700066M21 gene",-0.400223261646113,2.54233831051884,-1.3205369061623,0.197676391389287,0.998990722532008,-5.45313833746266
"24","17212970","Sgo2a","68549","shugoshin 2A",-0.688276633107889,3.90231418182892,-1.76117807558772,0.0894647851238479,0.998990722532008,-4.82993849104633
"25","17212982","Aox1","11761","aldehyde oxidase 1",0.144740401102785,2.57415662414878,0.514531051325726,0.611042759731331,0.998990722532008,-6.16739509338061
"26","17213021","Aox3","71724","aldehyde oxidase 3",-0.152067253267413,4.36611082326931,-0.485794851842959,0.63100903026181,0.998990722532008,-6.18166805857188
"27","17213490","Icos","54167","inducible T cell co-stimulator",-0.0646828167780193,1.32763342848828,-0.279050521010211,0.782319992267518,0.998990722532008,-6.26046044425973
"28","17213503","9530026F06Rik","77341","RIKEN cDNA 9530026F06 gene",-0.148887799984268,1.69633461534554,-0.569470443371101,0.573717284322905,0.998990722532008,-6.13787383284503
"29","17213598","Zdbf2","73884","zinc finger, DBF-type containing 2",-0.0193664435441234,2.70898239562898,-0.0719624440643632,0.943159131298532,0.998990722532008,-6.29683972220987
"30","17213608","Adam23","23792","a disintegrin and metallopeptidase domain 23",0.183831315048637,2.8717500472654,0.510299589574185,0.613964232363207,0.998990722532008,-6.16954731036566
"31","17213702","Pikfyve","18711","phosphoinositide kinase, FYVE type zinc finger containing",0.140576252437996,4.33769418572445,0.540305719901874,0.593389764494438,0.998990722532008,-6.15390968765854
"32","17214027","D230017M19Rik","320933","RIKEN cDNA D230017M19 gene",-0.0898206089324729,2.12026724121184,-0.365673693395041,0.717441359867612,0.998990722532008,-6.23257838515088
"33","17214106","Igfbp2","16008","insulin-like growth factor binding protein 2",-0.230490027458484,3.65912864814323,-0.48765268721453,0.629709323301458,0.998990722532008,-6.18076962974085
"34","17214293","Bcs1l","66821","BCS1-like (yeast)",-0.299690478984494,4.01690557470235,-1.1452151270763,0.2621118788504,0.998990722532008,-5.6579152966607
"35","17214368","Cyp27a1","104086","cytochrome P450, family 27, subfamily a, polypeptide 1",-0.0205839033332191,1.6303707623664,-0.0741326731161688,0.941448141045815,0.998990722532008,-6.2966808257843
"36","17214387","Wnt10a","22409","wingless-type MMTV integration site family, member 10A",-0.566740071958653,1.93373541723521,-2.34033731746723,0.026858688377349,0.998990722532008,-3.80648233569417
"37","17214476","Des","13346","desmin",0.1996856526792,5.04600407580913,0.499617184824698,0.621368311688841,0.998990722532008,-6.17490308063586
"38","17214578","Tmem198","319998","transmembrane protein 198",-0.0092571023006025,1.92308051425696,-0.0375855181332532,0.970293066967409,0.998990722532008,-6.29872718290238
"39","17214588","Inha","16322","inhibin alpha",0.213651471320908,3.45362689790264,0.825975667894091,0.416015080973564,0.998990722532008,-5.96182366448575
"40","17214593","Stk11ip","71728","serine/threonine kinase 11 interacting protein",0.0731018956244687,3.72725575859391,0.264697366449461,0.793241137763471,0.998990722532008,-6.26436153139419
"41","17214622","Slc4a3","20536","solute carrier family 4 (anion exchanger), member 3",-0.171578394412992,2.78550658598961,-0.52938847085065,0.600836864506481,0.998990722532008,-6.15970039555272
"42","17214665","Sgpp2","433323","sphingosine-1-phosphate phosphotase 2",0.245042839673201,2.27206409081349,0.921384171160261,0.364962607348773,0.998990722532008,-5.88062406078381
"43","17214753","Irs1","16367","insulin receptor substrate 1",0.551741017403592,5.22157177625574,1.82649119165057,0.0787882427639632,0.998990722532008,-4.72533830133871
"44","17214759","Rhbdd1","76867","rhomboid domain containing 1",0.115009735696712,2.7845821639558,0.432770306571453,0.66859898884128,0.998990722532008,-6.20588754214808
"45","17214771","Col4a3","12828","collagen, type IV, alpha 3",0.0202368453595985,3.73034118769983,0.0594224419627618,0.953050728650089,0.998990722532008,-6.29766544086513
"46","17214910","Gm2427","100039794","predicted gene 2427",1.05334405862734,2.7968455029097,2.21575704982243,0.035275107617002,0.998990722532008,-4.04382917672541
"47","17214948","Sp100","20684","nuclear antigen Sp100",0.203682878140215,2.31621912099674,0.639946430702744,0.527569565122096,0.998990722532008,-6.09573751906216
"48","17215067","Armc9","78795","armadillo repeat containing 9",-0.044970335042839,3.23093077803065,-0.139235086894883,0.890291739851624,0.998990722532008,-6.28972127137476
"49","17215105","C130036L24Rik","319336","RIKEN cDNA C130036L24 gene",-0.169503425122669,1.70331477169544,-0.639462360593186,0.527879596406196,0.998990722532008,-6.09604319919269
"50","17215115","Ptma","19231","prothymosin alpha",0.00588184369084033,8.21785459281218,0.0218553197014806,0.982723148536997,0.998990722532008,-6.2991958500627
"51","17215123","Cops7b","26895","COP9 signalosome subunit 7B",-0.175644156824186,4.36345581709748,-0.750067472612559,0.459662972147947,0.998990722532008,-6.02040357479261
"52","17215137","Dis3l2","208718","DIS3 like 3'-5' exoribonuclease 2",-0.310748095291273,4.83342884306741,-1.4032674927941,0.171867286567133,0.998990722532008,-5.34764908555636
"53","17215291","Snorc","73234","secondary ossification center associated regulator of chondrocyte maturation",0.120296296051556,2.20245396077332,0.38221403090135,0.705277217157212,0.998990722532008,-6.22641049853871
"54","17215372","Scarna6","100217415","small Cajal body-specific RNA 6",-0.117071170536714,2.65726966046499,-0.405618576956609,0.688200709164257,0.998990722532008,-6.21722216726057
"55","17215565","Sh3bp4","98402","SH3-domain binding protein 4",0.184912996762097,3.91301976417146,0.661038274241697,0.514156716972308,0.998990722532008,-6.08220096870158
"56","17215623","Gm9991","433332","predicted gene 9991",-0.417870692248924,1.71558146704458,-1.5402970507831,0.135059562544843,0.998990722532008,-5.16091947262611
"57","17215629","Mlph","171531","melanophilin",-0.285088087779638,4.10492535869911,-1.11516077935531,0.274552265419374,0.998990722532008,-5.69038742609239
"58","17215705","Ube2f","67921","ubiquitin-conjugating enzyme E2F (putative)",-0.297663580008865,2.69107363331232,-1.17059484608176,0.251930873742597,0.998990722532008,-5.62988598002179
"59","17215762","Erfe","227358","erythroferrone",0.210668735132205,2.40636829828744,0.825303428123069,0.416389956046729,0.998990722532008,-5.96236601389043
"60","17215788","Asb1","65247","ankyrin repeat and SOCS box-containing 1",-0.41544042395563,2.31379254827008,-1.45642469161879,0.156739798461089,0.998990722532008,-5.27696334308949
"61","17215799","Twist2","13345","twist basic helix-loop-helix transcription factor 2",-0.129728075751616,1.75653321664078,-0.417115815054679,0.679872460087096,0.998990722532008,-6.21251102165615
"62","17215807","Olfr1413","259039","olfactory receptor 1413",0.0390972073547236,1.59531039127979,0.158092505035828,0.875553515160678,0.998990722532008,-6.28691317484217
"63","17215811","Olfr1412","258274","olfactory receptor 1412",0.112089755919393,2.13290112255612,0.38559519997262,0.702800265318684,0.998990722532008,-6.22511644326248
"64","17215813","Olfr1411","258483","olfactory receptor 1411",0.446069004511641,1.93293966676346,1.8256251458617,0.0789223274184035,0.998990722532008,-4.72674464919808
"65","17215820","Gpc1","14733","glypican 1",0.516264531945087,2.7999226492124,2.03227274687715,0.0520111615203068,0.998990722532008,-4.37697171416954
"66","17215832","Mir149","387167","microRNA 149",-0.203736056123402,1.96510442930068,-0.601048191942683,0.552791709036399,0.998990722532008,-6.11958473457715
"67","17215873","Gpr35","64095","G protein-coupled receptor 35",-0.158725304677736,1.53038833853577,-0.656504704913415,0.517023853710984,0.998990722532008,-6.08514641862154
"68","17215899","Crocc2","381284","ciliary rootlet coiled-coil, rootletin family member 2",-0.175721707873642,3.14151779951668,-0.65686679152616,0.516794540619148,0.998990722532008,-6.08491189242332
"69","17215932","Sned1","208777","sushi, nidogen and EGF-like domains 1",0.253575757401005,5.18475508152189,0.970672988621838,0.340277054286956,0.998990722532008,-5.83541966962127
"70","17215968","Ppp1r7","66385","protein phosphatase 1, regulatory subunit 7",0.126201802844498,6.32618579254343,0.501268856096405,0.620220845736539,0.998990722532008,-6.17408225606423
"71","17215984","Ano7","404545","anoctamin 7",-0.211812863337544,1.8605078152687,-0.823804957198436,0.417226336843844,0.998990722532008,-5.96357344088797
"72","17216063","Bok","51800","BCL2-related ovarian killer",-0.203634791545245,3.71654098784298,-0.821234876383766,0.418663276317579,0.998990722532008,-5.96563948974553
"73","17216096","D2hgdh","98314","D-2-hydroxyglutarate dehydrogenase",0.13982632635365,1.89213198032564,0.555807071196501,0.582892988610078,0.998990722532008,-6.14548896701326
"74","17216113","Gal3st2","381334","galactose-3-O-sulfotransferase 2",-0.506197455823375,1.8411755436543,-1.80120711115116,0.0827842586833281,0.998990722532008,-4.76618344236378
"75","17216120","Gal3st2b","100041596","galactose-3-O-sulfotransferase 2B",0.153302970580056,1.3581053119064,0.567930970426003,0.574747503730716,0.998990722532008,-6.13874086373375
"76","17216201","Gin1","252876","gypsy retrotransposon integrase 1",0.162970997733528,3.74528669010958,0.560854323504109,0.579495067424276,0.998990722532008,-6.14269696273572
"77","17216563","Nifk","67949","nucleolar protein interacting with the FHA domain of MKI67",-0.186226200957034,3.58370593273223,-0.645439569398326,0.524058268613829,0.998990722532008,-6.09225301299485
"78","17216620","Tfcp2l1","81879","transcription factor CP2-like 1",-0.121514940258377,3.55414690813618,-0.324440035831231,0.748090600388191,0.998990722532008,-6.24677758387031
"79","17216638","Tmem185b","226351","transmembrane protein 185B",-0.35578285757774,3.42609648732845,-1.54627326747736,0.133612910588536,0.998990722532008,-5.15244333771817
"80","17216659","3110009E18Rik","73103","RIKEN cDNA 3110009E18 gene",-0.00225449054029569,2.06067778644793,-0.00806651836293833,0.993622880948711,0.998990722532008,-6.29940265995743
"81","17216745","Gpr39","71111","G protein-coupled receptor 39",-0.388438382297235,2.75721141008516,-1.45612481491274,0.156822049746581,0.998990722532008,-5.2773683880724
"82","17216753","Mgat5","107895","mannoside acetylglucosaminyltransferase 5",0.0465283110209307,2.74731589793242,0.177673946893833,0.860297585315322,0.998990722532008,-6.28362105201871
"83","17216931","Gm16083","102640300","predicted gene 16083",0.220761067518218,1.72455627562123,0.793497158562336,0.4343664126592,0.998990722532008,-5.98754655388875
"84","17216960","Pigr","18703","polymeric immunoglobulin receptor",-0.0681688364674979,1.66412217903813,-0.259811802242839,0.796968421284247,0.998990722532008,-6.26564266353379
"85","17217035","Ctse","13034","cathepsin E",-0.214636013320977,3.61322674259743,-0.606269220696896,0.549370325516804,0.998990722532008,-6.11646830468094
"86","17217127","Nucks1","98415","nuclear casein kinase and cyclin-dependent kinase substrate 1",-0.00774185408610872,5.30955194796415,-0.0270036848046435,0.978654241586781,0.998990722532008,-6.29906976460564
